node_id,bucket_type,source_path,source_type,language_hint,expected_neighbors,expected_parent,provenance_ref,model_a_top10,model_b_top10,score_a,score_b,notes,script_hint,locale_hint,translation_needed,source_exists,source_lineage,extracted_at,extractor_model,image_fingerprint,ocr_text_excerpt,extraction_quality
NODE-071,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/INDIVIDUATION - & the Will-to-Meaning . by Michael Tsarion.md,document,en,NODE-072;NODE-073,PARENT-HISTORY-ROOT,prov:6b23549cea0a,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-072,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Atonism & the Cult of Mithras.md,document,en,NODE-071;NODE-073;NODE-074,PARENT-HISTORY-ROOT,prov:950759ad444e,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-073,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Author Intro/Helen Ellerbe.md,document,en,NODE-071;NODE-072;NODE-074;NODE-075,PARENT-HISTORY-ROOT,prov:7871183dd0dd,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-074,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Exploring the Origins of Jehovah.md,document,en,NODE-072;NODE-073;NODE-075;NODE-076,PARENT-HISTORY-ROOT,prov:682af82547cd,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-075,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Papers/Energetic Lighting Energetic Destiny LED Panel IP20 36W 5000K 3400Lm at 600 x 600mm [222008]  MegaBuy Computer Parts.pdf,document,en,NODE-073;NODE-074;NODE-076;NODE-077,PARENT-HISTORY-ROOT,prov:aeb41d51062f,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-076,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/THE FIRST   PHILOSOPHER . By Michael Tsarion.md,document,en,NODE-074;NODE-075;NODE-077;NODE-078,PARENT-HISTORY-ROOT,prov:0a9e6217f402,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-077,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/EXISTENTIALISM   VS. PERSONALISM (The Philosophy of Selfhood).md,document,en,NODE-075;NODE-076;NODE-078;NODE-079,PARENT-HISTORY-ROOT,prov:99d61b42b6f9,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-078,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Atlantis.md,document,en,NODE-076;NODE-077;NODE-079;NODE-080,PARENT-HISTORY-ROOT,prov:d15b63ca9340,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-079,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/From Heaven to Earth  by Michael Tsarion 1.md,document,en,NODE-077;NODE-078;NODE-080;NODE-081,PARENT-HISTORY-ROOT,prov:cc742b14b12b,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-080,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Author Intro/Robert Graves.md,document,en,NODE-078;NODE-079;NODE-081;NODE-082,PARENT-HISTORY-ROOT,prov:c0880bae3ac6,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-081,cross_integration_histories,"/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Prisoners of Childhood Adultism, Psychiatry & the Fifth Commandment.md",document,en,NODE-079;NODE-080;NODE-082;NODE-083,PARENT-HISTORY-ROOT,prov:1cda608dca98,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-082,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/HAPPY DISCONTENTS & the Unreality Principle . by Michael Tsarion.md,document,en,NODE-080;NODE-081;NODE-083;NODE-084,PARENT-HISTORY-ROOT,prov:5d318e61df8d,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-083,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/PESTILENCE (The Curse of Christianity) . by Michael Tsarion.md,document,en,NODE-081;NODE-082;NODE-084;NODE-085,PARENT-HISTORY-ROOT,prov:931b1dbd810d,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-084,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/BLAKE & WOMEN . by Michael Tsarion.md,document,en,NODE-082;NODE-083;NODE-085;NODE-086,PARENT-HISTORY-ROOT,prov:1b07d1ffcd43,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-085,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/ANCESTRAL TRAUMA  (& the Epic of Consciousness) . By Michael Tsarion.md,document,en,NODE-083;NODE-084;NODE-086;NODE-087,PARENT-HISTORY-ROOT,prov:80fb056882a7,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-086,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Psychic Self-Défense.md,document,en,NODE-084;NODE-085;NODE-087;NODE-088,PARENT-HISTORY-ROOT,prov:da77243e384c,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-087,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Symbolic Literacy  . by Michael Tsarion.md,document,en,NODE-085;NODE-086;NODE-088;NODE-089,PARENT-HISTORY-ROOT,prov:3810db2878ca,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-088,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Author Intro/Alvin Boyd Kuhn.md,document,en,NODE-086;NODE-087;NODE-089;NODE-090,PARENT-HISTORY-ROOT,prov:56d9fb865f4e,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-089,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Papers/A-Study-of-Effect-of-Energy-Healing-on-in-Vitro-Tumor-Cell-Proliferation.pdf,document,en,NODE-087;NODE-088;NODE-090;NODE-091,PARENT-HISTORY-ROOT,prov:362a7547a207,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-090,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/The Bible Unearthed by Finkelstein & Silberman.md,document,en,NODE-088;NODE-089;NODE-091;NODE-092,PARENT-HISTORY-ROOT,prov:15c98efca627,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-091,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Mysticism Truth or Falsity by Michael Tsarion.md,document,en,NODE-089;NODE-090;NODE-092;NODE-093,PARENT-HISTORY-ROOT,prov:18a046002255,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-092,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/The Order of Sion & Occult Christianity.md,document,en,NODE-090;NODE-091;NODE-093;NODE-094,PARENT-HISTORY-ROOT,prov:1584570768bb,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-093,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/We're Talking Heroes!   . by Michael Tsarion.md,document,en,NODE-091;NODE-092;NODE-094;NODE-095,PARENT-HISTORY-ROOT,prov:89593b1ed4da,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-094,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Author Intro/ALBERT CHURCHWARD.md,document,en,NODE-092;NODE-093;NODE-095;NODE-096,PARENT-HISTORY-ROOT,prov:83f389285af3,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-095,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Author Intro/J. P. Mendum.md,document,en,NODE-093;NODE-094;NODE-096;NODE-097,PARENT-HISTORY-ROOT,prov:04325ba44de9,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-096,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/ART & IMAGINATION  . by Michael Tsarion.md,document,en,NODE-094;NODE-095;NODE-097;NODE-098,PARENT-HISTORY-ROOT,prov:2320297eb46b,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-097,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/THE CASE FOR   IDEALISM (Saving the Western Tradition) . by Michael Tsarion.md,document,en,NODE-095;NODE-096;NODE-098;NODE-099,PARENT-HISTORY-ROOT,prov:4f10d486b765,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-098,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Papers/glossary of words applicable to the HEF.doc,document,en,NODE-096;NODE-097;NODE-099;NODE-100,PARENT-HISTORY-ROOT,prov:e130dad7762f,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-099,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/ST. PAUL FRAUD.md,document,en,NODE-097;NODE-098;NODE-100,PARENT-HISTORY-ROOT,prov:f6097fce6af6,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-100,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Author Intro/Arthur Dewes.md,document,en,NODE-098;NODE-099,PARENT-HISTORY-ROOT,prov:4f917245742f,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
